source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy,subject_area_fraction,subject_attention_mass,subject_lift
frame_000,frame_001,0,1,5,1,False,False,791,shopping cart,0.40629182547548853,0.9006835956211067,0.6115250587463379,0.3884749412536621,0.03618813706894443,5.147957618292215,0.023706896551724137,0.1871272624188561,7.893368160213567
frame_000,frame_002,0,2,5,2,False,False,791,shopping cart,0.289790483567422,1.2385970875663328,0.5736445188522339,0.4263554811477661,0.03702716152718381,5.248635285210929,0.010775862068965518,0.08354741698143513,7.753200295877179
frame_000,frame_003,0,3,5,3,False,False,791,shopping cart,0.28919438560009847,1.2406562024402659,0.56560218334198,0.43439781665802,0.037284984994363786,5.2646163863076065,0.01939655172413793,0.15343412958002559,7.910381791681319
frame_000,frame_004,0,4,5,4,False,False,835,sundial,0.2359305692348542,1.4442177153986921,0.5948411226272583,0.4051588773727417,0.030208367851169742,5.350777398458815,0.015086206896551725,0.09341036620495688,6.191772845585713
frame_000,frame_005,0,5,5,5,False,False,835,sundial,0.19069890050324204,1.6570595319758035,0.5394476652145386,0.4605523347854614,0.030325841207061038,5.338752432513218,0.01939655172413793,0.12078765333363037,6.227274571867166
frame_000,frame_006,0,6,5,6,False,True,835,sundial,0.20080815257349174,1.6054052915231432,0.5334793329238892,0.46652066707611084,0.023733662473924017,5.3782079016080395,0.023706896551724137,0.14707543767671247,6.203909371090417
frame_000,frame_007,0,7,5,7,False,False,835,sundial,0.3116288361384971,1.1659424271026808,0.5832433104515076,0.41675668954849243,0.038698200322186585,5.331601596949925,0.023706896551724137,0.22814962004865602,9.62376579114331
frame_000,frame_008,0,8,5,8,False,False,835,sundial,0.18773339201489336,1.6727324502271304,0.5629221200942993,0.4370778799057007,0.03537692494277398,5.280669279964792,0.023706896551724137,0.2123635052639507,8.957878767497558
frame_000,frame_009,0,9,5,9,False,False,510,"container ship, containership, container vessel",0.12155639167532369,2.10737699486108,0.5363771915435791,0.4636228084564209,0.03192031372285076,5.27818487188018,0.02586206896551724,0.19354237384993947,7.4836384555309925
frame_000,frame_010,0,10,5,10,False,False,510,"container ship, containership, container vessel",0.14000769397045865,1.9660579009510621,0.5583903789520264,0.44160962104797363,0.02869242964581487,5.339711523680093,0.028017241379310345,0.1699683143309546,6.066561373043303
frame_000,frame_011,0,11,5,11,False,False,573,go-kart,0.1570752125144134,1.851030527745365,0.5755255222320557,0.42447447776794434,0.043512675738801396,5.235869015219039,0.034482758620689655,0.25037439883214496,7.260857566132204
frame_000,frame_012,0,12,5,12,False,False,573,go-kart,0.17562300081558974,1.7394156222153452,0.6232743263244629,0.3767256736755371,0.02880054538928915,5.299911024373392,0.03879310344827586,0.2405703334666835,6.201368596030063
frame_000,frame_013,0,13,5,13,False,False,573,go-kart,0.31374986051524195,1.1591592331091762,0.6226118803024292,0.3773881196975708,0.0229738690681167,5.345107140769452,0.03879310344827586,0.2678023515304857,6.903349506119187
frame_000,frame_014,0,14,5,14,False,False,912,"worm fence, snake fence, snake-rail fence, Virginia fence",0.4516102172486783,0.794935822408358,0.6702550649642944,0.32974493503570557,0.030093351007246312,5.36119649655411,0.034482758620689655,0.219392360970027,6.362378468130784
frame_000,frame_015,0,15,5,15,True,False,912,"worm fence, snake fence, snake-rail fence, Virginia fence",0.5791508891089302,0.5461922324086723,0.6961313486099243,0.3038686513900757,0.026965743204961663,5.388501234694603,0.036637931034482756,0.22693776663178528,6.194066101008728
frame_000,frame_016,0,16,5,16,False,False,912,"worm fence, snake fence, snake-rail fence, Virginia fence",0.3546266000372215,1.0366898739500918,0.5739685297012329,0.4260314702987671,0.029466627054831433,5.347386280994392,0.04741379310344827,0.30200834365577384,6.369630520739958
frame_000,frame_017,0,17,5,17,False,False,791,shopping cart,0.22169746882069538,1.5064415795621904,0.5561524629592896,0.44384753704071045,0.020785830887297872,5.350820960114137,0.05387931034482758,0.29181898887761876,5.416160433568605
frame_000,frame_001,0,1,10,1,False,False,421,"bannister, banister, balustrade, balusters, handrail",0.37845016637184486,0.9716708756132513,0.6741055250167847,0.32589447498321533,0.06378361453897971,4.699755266683656,0.023706896551724137,0.22848922937976193,9.638091130200868
frame_000,frame_002,0,2,10,2,False,False,421,"bannister, banister, balustrade, balusters, handrail",0.35845623493306056,1.0259487046845517,0.7001522779464722,0.29984772205352783,0.061689293878525606,4.750594303947656,0.010775862068965518,0.15155150310352827,14.063979488007423
frame_000,frame_003,0,3,10,3,False,False,421,"bannister, banister, balustrade, balusters, handrail",0.4393133190855636,0.8225424095764156,0.7421523928642273,0.2578476071357727,0.07190568069995028,4.805413310200019,0.01939655172413793,0.17046372475890864,8.788352032014846
frame_000,frame_004,0,4,10,4,False,False,835,sundial,0.7228303037656676,0.3245807956231744,0.8197274208068848,0.18027257919311523,0.0672972728035155,4.887864400966943,0.015086206896551725,0.11460574298799377,7.596723535204158
