source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy,subject_area_fraction,subject_attention_mass,subject_lift
frame_000,frame_001,0,1,5,1,False,False,231,collie,0.5982624107480943,0.5137258073221709,0.7084052562713623,0.2915947437286377,0.03224370594671637,5.428902383734101,0.07327586206896551,0.3565326325803021,4.865621809331182
frame_000,frame_002,0,2,5,2,False,False,231,collie,0.5051991725025369,0.6828025264672832,0.6923214793205261,0.3076785206794739,0.02819742636615835,5.50896005837144,0.05387931034482758,0.2767900929848137,5.137224125798143
frame_000,frame_003,0,3,5,3,False,False,231,collie,0.6013471177663268,0.5085829441756742,0.728653073310852,0.27134692668914795,0.021322155227649523,5.468676059850886,0.0625,0.3366543875909558,5.3864702014552925
frame_000,frame_004,0,4,5,4,False,False,231,collie,0.3713914510575385,0.9904986484826308,0.6056313514709473,0.39436864852905273,0.015021786197544839,5.615152530213605,0.11206896551724138,0.41455933365673525,3.6991448233985604
frame_000,frame_005,0,5,5,5,False,False,231,collie,0.3903884445702171,0.9406130238304962,0.6162307858467102,0.3837692141532898,0.01997776703296468,5.6547354536985885,0.14224137931034483,0.4097800277176509,2.8808777706210607
frame_000,frame_006,0,6,5,6,True,False,231,collie,0.9317902147448636,0.07064758110890246,0.932326078414917,0.06767392158508301,0.017751913294650482,5.535498010770178,0.1853448275862069,0.5220689112494218,2.8167438932526943
frame_000,frame_007,0,7,5,7,False,False,231,collie,0.9010298358278956,0.1042169077956494,0.9040008187294006,0.09599918127059937,0.02196744642768158,5.486048854816291,0.14439655172413793,0.4817510512398292,3.3363057876907574
frame_000,frame_008,0,8,5,8,False,False,231,collie,0.8690955630221894,0.14030219080754858,0.8740642070770264,0.12593579292297363,0.017105068955195812,5.571344400258974,0.1314655172413793,0.4597379177008294,3.4970228493964726
frame_000,frame_009,0,9,5,9,False,False,231,collie,0.37113392380961074,0.9911923008936334,0.5794380903244019,0.42056190967559814,0.017742130970838918,5.640708229648517,0.1206896551724138,0.41056929959565336,3.4018599109354133
frame_000,frame_010,0,10,5,10,False,False,231,collie,0.24434715361517115,1.4091653041360672,0.5374478101730347,0.46255218982696533,0.0169701636177035,5.689998127141605,0.1314655172413793,0.3864420637849781,2.9394937310857348
frame_000,frame_011,0,11,5,11,False,False,231,collie,0.5476263221319463,0.6021621185493293,0.6463695764541626,0.3536304235458374,0.016197087025649506,5.649251863378721,0.1314655172413793,0.4329624761649121,3.293353917057692
frame_000,frame_012,0,12,5,12,False,True,781,scoreboard,0.15843736900274913,1.8423959120040827,0.5342622995376587,0.4657377004623413,0.013548965777022274,5.800740777416217,0.15301724137931033,0.2883991873950512,1.8847496190324475
frame_000,frame_001,0,1,10,1,True,False,264,"Cardigan, Cardigan Welsh corgi",0.9116268543208291,0.09252452359690277,0.9284520745277405,0.07154792547225952,0.1353939624339943,4.1082413639041295,0.07327586206896551,0.566251223424321,7.727663754967205
frame_000,frame_002,0,2,10,2,False,False,264,"Cardigan, Cardigan Welsh corgi",0.5648679166987625,0.5711633509199099,0.7461020946502686,0.25389790534973145,0.10326584433582911,4.448765338181273,0.05387931034482758,0.5250596965428777,9.74510796783581
frame_000,frame_003,0,3,10,3,False,False,231,collie,0.6468348654759634,0.43566424816184934,0.8000398874282837,0.1999601125717163,0.07656417821223907,4.472837864416219,0.0625,0.5628965222935626,9.006344356697001
frame_000,frame_004,0,4,10,4,False,False,231,collie,0.2616789552101576,1.3406368883839566,0.6009323596954346,0.39906764030456543,0.05998265729769889,4.905319891610976,0.11206896551724138,0.6029657095618575,5.380309408398113
frame_000,frame_005,0,5,10,5,False,False,231,collie,0.3793890032201871,0.9691932065607829,0.6527155637741089,0.3472844362258911,0.07422701210358264,4.854896613647807,0.14224137931034483,0.6081317368902965,4.275350392683297
frame_000,frame_006,0,6,10,6,False,False,231,collie,0.5684767194091527,0.5647949175374407,0.8315613865852356,0.1684386134147644,0.09448734507943295,4.512450192381297,0.1853448275862069,0.6889140382647292,3.716931555288771
frame_000,frame_007,0,7,10,7,False,False,231,collie,0.41542530195850047,0.8784524595286607,0.7953131198883057,0.20468688011169434,0.06996712625837383,4.259237400536255,0.14439655172413793,0.7338392063427336,5.082110324522811
frame_000,frame_008,0,8,10,8,False,False,231,collie,0.41081974495084816,0.8896007374507464,0.7646806836128235,0.2353193163871765,0.08386385514842445,4.673012531459853,0.1314655172413793,0.66866513434136,5.086239710399853
frame_000,frame_009,0,9,10,9,False,False,231,collie,0.23927818508063844,1.430128449607973,0.6027849316596985,0.3972150683403015,0.0310660007344025,5.214632243582084,0.1206896551724138,0.5173305764359102,4.286453347611827
frame_000,frame_010,0,10,10,10,False,True,231,collie,0.1855532752781129,1.6844132399034146,0.5229740142822266,0.47702598571777344,0.030446001930666107,5.350284903450364,0.1314655172413793,0.42705588005916045,3.248425054876237
frame_000,frame_011,0,11,10,11,False,False,231,collie,0.691072174919034,0.3695110107137971,0.7968235015869141,0.20317649841308594,0.03333298124319524,5.280109962603125,0.1314655172413793,0.4831757791352619,3.675304287192812
