source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy
frame_000,frame_001,0,1,5,1,False,False,169,"borzoi, Russian wolfhound",0.3932010288056577,0.9334342742179969,0.6267056465148926,0.3732943534851074,0.027187211428653026,4.98879474991504
frame_000,frame_002,0,2,5,2,False,False,177,"Scottish deerhound, deerhound",0.1632268260662232,1.8126144745545076,0.5599155426025391,0.44008445739746094,0.03224418361473135,4.972686625339948
frame_000,frame_003,0,3,5,3,True,False,257,Great Pyrenees,0.35494741210677855,1.0357856353902637,0.6690335869789124,0.33096641302108765,0.034386067840841875,5.038216864105252
frame_000,frame_004,0,4,5,4,False,False,257,Great Pyrenees,0.24090600468153855,1.4233484436381758,0.6492164134979248,0.3507835865020752,0.029757437702163422,4.9772965781917495
frame_000,frame_005,0,5,5,5,False,False,212,English setter,0.19869307202467487,1.6159939965411505,0.6073672771453857,0.39263272285461426,0.03318718418550474,4.934309295468932
frame_000,frame_006,0,6,5,6,False,False,169,"borzoi, Russian wolfhound",0.2838588067701249,1.2592783237056953,0.5903276205062866,0.4096723794937134,0.028704402659969677,4.928709963436659
frame_000,frame_007,0,7,5,7,False,False,169,"borzoi, Russian wolfhound",0.2175683868380571,1.5252420556297723,0.5731228590011597,0.42687714099884033,0.03669494015128538,4.918454642007008
frame_000,frame_008,0,8,5,8,False,False,169,"borzoi, Russian wolfhound",0.1329521259984176,2.017766170458814,0.5363149046897888,0.4636850953102112,0.03799220911710091,4.922590769249732
frame_000,frame_009,0,9,5,9,False,False,169,"borzoi, Russian wolfhound",0.1502457135351534,1.895483234857947,0.5564311742782593,0.4435688257217407,0.04025695513640611,4.926058194640939
frame_000,frame_010,0,10,5,10,False,False,169,"borzoi, Russian wolfhound",0.16377588037927437,1.8092563688373575,0.5422914624214172,0.45770853757858276,0.036360706526911736,4.9269169377350535
