source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy,subject_area_fraction,subject_attention_mass,subject_lift
frame_000,frame_001,0,1,5,1,False,True,671,"mountain bike, all-terrain bike, off-roader",0.2654737252415066,1.3262394065061613,0.6090452671051025,0.39095473289489746,0.048948120555338856,4.779965837851297,0.03879310344827586,0.36944762557766075,9.523538792668589
frame_000,frame_002,0,2,5,2,False,False,671,"mountain bike, all-terrain bike, off-roader",0.5151424911879743,0.6633117346693873,0.732602596282959,0.267397403717041,0.050670341911951314,4.625527681197747,0.0603448275862069,0.5457463724403747,9.043797029011923
frame_000,frame_003,0,3,5,3,False,False,518,crash helmet,0.30564376387033143,1.1853350255608521,0.6385321617126465,0.3614678382873535,0.03277479428989072,4.711758602640089,0.08836206896551724,0.6108068930742826,6.912546302108955
frame_000,frame_004,0,4,5,4,False,False,802,snowmobile,0.7428274258298003,0.297291527958754,0.8675550222396851,0.13244497776031494,0.027353250932561236,4.857243911383826,0.11853448275862069,0.5852135434687983,4.93707425762768
frame_000,frame_005,0,5,5,5,False,False,518,crash helmet,0.8992505800764609,0.10619355133965502,0.9196305871009827,0.08036941289901733,0.023555610119753125,5.109866877497955,0.1788793103448276,0.6738561525245518,3.767099455077012
frame_000,frame_006,0,6,5,6,False,False,518,crash helmet,0.8520300831631423,0.16013344389923745,0.918432354927063,0.08156764507293701,0.014031751186874818,5.391916411336903,0.26939655172413796,0.7196540333669139,2.6713557718579843
frame_000,frame_007,0,7,5,7,False,False,880,"unicycle, monocycle",0.6458730890815707,0.43715225102972344,0.871300995349884,0.12869900465011597,0.010079660591265853,5.65356771397253,0.39655172413793105,0.7185379892734035,1.8119653642546696
frame_000,frame_008,0,8,5,8,True,False,518,crash helmet,0.9028670137644454,0.10218000798936266,0.9235605001449585,0.0764394998550415,0.016640257254687815,5.726733722131305,0.5,0.7255428195270679,1.4510856390541358
frame_000,frame_009,0,9,5,9,False,False,518,crash helmet,0.649588997680121,0.43141542734688176,0.8157934546470642,0.1842065453529358,0.012614714835512611,5.775556165401723,0.5043103448275862,0.7383486423648384,1.464075940415748
frame_000,frame_010,0,10,5,10,False,False,518,crash helmet,0.2824705889007727,1.264180843901233,0.6817905902862549,0.3182094097137451,0.009792246765559827,5.817700951412704,0.5280172413793104,0.7186819042383967,1.3610955247616983
frame_000,frame_011,0,11,5,11,False,False,880,"unicycle, monocycle",0.38611987059233377,0.9516074121506088,0.712190568447113,0.28780943155288696,0.010167131074369083,5.795690331426488,0.47844827586206895,0.7182579501240882,1.501223823682779
frame_000,frame_012,0,12,5,12,False,False,880,"unicycle, monocycle",0.4609842928204579,0.7743913085389278,0.7624669075012207,0.2375330924987793,0.00995541809324921,5.649759899119314,0.3642241379310345,0.6730078916497342,1.8477849806241222
frame_000,frame_013,0,13,5,13,False,False,518,crash helmet,0.6710689127770444,0.3988834456787709,0.8253144025802612,0.17468559741973877,0.018147081358641848,5.390899655549799,0.2629310344827586,0.6159874800607064,2.3427720553128504
