source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy,subject_area_fraction,subject_attention_mass,subject_lift
frame_000,frame_001,0,1,5,1,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.6742655811459429,0.39413120837362214,0.8450940847396851,0.15490591526031494,0.034026053063123216,5.303252258801186,0.1788793103448276,0.5865073420624866,3.2787880327348646
frame_000,frame_002,0,2,5,2,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.8066974219662908,0.21480662282181484,0.8894240856170654,0.11057591438293457,0.023634787277900225,5.311352207792929,0.16379310344827586,0.5566372864345251,3.398417117179206
frame_000,frame_003,0,3,5,3,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.8116354772893953,0.2087039592093678,0.8900420665740967,0.10995793342590332,0.026608496814928908,5.291504513176564,0.16594827586206898,0.5795777024776552,3.4925201811640516
frame_000,frame_004,0,4,5,4,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.816186771702763,0.20311206331799703,0.899904727935791,0.10009527206420898,0.026620614927589204,5.249374214870187,0.15301724137931033,0.5318092224308706,3.4754856226468167
frame_000,frame_005,0,5,5,5,True,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.8439279647971233,0.16968813779512004,0.9045335650444031,0.09546643495559692,0.030327965053493274,5.246645059085011,0.16594827586206898,0.5803299981399827,3.49705349528509
frame_000,frame_006,0,6,5,6,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.7830002555225435,0.24462225665352832,0.8710280656814575,0.12897193431854248,0.032659855171800055,5.249345353005021,0.15732758620689655,0.5722697434255698,3.637440560951567
frame_000,frame_007,0,7,5,7,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.6402681320508649,0.44586823403664155,0.8154938220977783,0.18450617790222168,0.030467152278299218,5.252094799024672,0.16163793103448276,0.5708474333159198,3.5316427874478236
frame_000,frame_008,0,8,5,8,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.6403471345912525,0.44574485187410495,0.812710165977478,0.18728983402252197,0.03222731469126541,5.212523652177403,0.14655172413793102,0.5300842839826577,3.6170457024699
frame_000,frame_009,0,9,5,9,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.4517669516490394,0.7945888258108571,0.7277061939239502,0.2722938060760498,0.03219437270503743,5.208164699473536,0.14439655172413793,0.5561872297634726,3.851804098660467
frame_000,frame_010,0,10,5,10,False,False,354,"Arabian camel, dromedary, Camelus dromedarius",0.3711050778760534,0.9912700276999757,0.727533221244812,0.272466778755188,0.028857697995742983,5.203985098064713,0.14224137931034483,0.5542444282607175,3.8965062835298925
frame_000,frame_011,0,11,5,11,False,False,690,oxcart,0.24763903642133717,1.3957830913848026,0.6909674406051636,0.3090325593948364,0.030045504118800997,5.233968405930878,0.1336206896551724,0.5031144429794792,3.7652435732657796
frame_000,frame_012,0,12,5,12,False,False,690,oxcart,0.48784544928107826,0.7177566255826244,0.748616099357605,0.251383900642395,0.024933768412547044,5.2185955370234645,0.1336206896551724,0.5427792277252296,4.062089704266235
frame_000,frame_013,0,13,5,13,False,False,690,oxcart,0.3066489732386596,1.1820515952325295,0.7073873281478882,0.2926126718521118,0.01914727680486839,5.234673614901655,0.1336206896551724,0.4792795447514803,3.5868662703981755
frame_000,frame_014,0,14,5,14,False,False,345,ox,0.28737668973749675,1.246961416011783,0.7034589648246765,0.2965410351753235,0.02096123251831248,5.199077169537003,0.1206896551724138,0.4229536869159812,3.5044734058752725
frame_000,frame_015,0,15,5,15,False,False,690,oxcart,0.2684132023663832,1.3152276859498588,0.6899917125701904,0.31000828742980957,0.018779219696196777,5.187166437130309,0.10991379310344827,0.3820494844704111,3.4759011920445246
frame_000,frame_016,0,16,5,16,False,False,345,ox,0.2948286922934089,1.2213607954063797,0.7068244218826294,0.2931755781173706,0.02123586455393311,5.217319446427981,0.10991379310344827,0.4015880885972662,3.653664178610422
frame_000,frame_017,0,17,5,17,False,False,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.33719919788680786,1.0870814316033872,0.7577412128448486,0.24225878715515137,0.02272653950736192,5.230963103621811,0.10560344827586207,0.40607725988263677,3.8453030323580295
frame_000,frame_018,0,18,5,18,False,False,345,ox,0.29777835087872706,1.211405858222566,0.7358006834983826,0.26419931650161743,0.024570236126448725,5.196680989185323,0.09913793103448276,0.3916063687883662,3.950116415604389
frame_000,frame_019,0,19,5,19,False,False,345,ox,0.34742969585436706,1.0571929485336984,0.7234897017478943,0.2765102982521057,0.025032980238040552,5.205541388126679,0.09482758620689655,0.400269126195116,4.2210198762394056
frame_000,frame_020,0,20,5,20,False,False,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.5732372133289281,0.5564556630682507,0.7996228933334351,0.20037710666656494,0.019255904332723797,5.252818247483667,0.10560344827586207,0.40115979575766025,3.7987376577868237
frame_000,frame_021,0,21,5,21,False,False,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.415549943738231,0.8781524703742045,0.7272711396217346,0.2727288603782654,0.021646324456001315,5.202198146744127,0.09051724137931035,0.36446603912708975,4.026481956070706
